|      | game_id                                                             |   num_videos |
|  243 | dear-boys                                                           |           11 |
|  244 | death-and-return-of-superman-the                                    |           45 |
|  245 | death-brade                                                         |           17 |
|  246 | dekitate-high-school                                                |            4 |
|  247 | demolition-man                                                      |           36 |
|  248 | demons-crest                                                        |           50 |
|  249 | dennis-the-menace                                                   |           49 |
|  250 | der-langrisser                                                      |          766 |
|  251 | derby-jockey-2                                                      |            3 |
|  252 | derby-jockey-kishou-he-no-michi                                     |            3 |
|  253 | desert-strike-return-to-the-gulf                                    |           13 |
|  254 | dino-dinis-soccer                                                   |           14 |
|  255 | dinocity                                                            |           18 |
|  256 | dirt-racer                                                          |          176 |
|  257 | dirt-trax-fx                                                        |           59 |
|  258 | do-re-mi-fantasy-milon-no-doki-doki-daibouken                       |           90 |
|  259 | dokapon-3-2-1-arashi-wo-yobu-yuujou                                 |           10 |
|  260 | dolucky-no-aleague-soccer                                           |           33 |
|  261 | dolucky-no-kusa-yakyu                                               |           14 |
|  262 | donald-duck-mahou-no-boushi                                         |           33 |
|  263 | donkey-kong                                                         |            1 |
|  264 | donkey-kong-country                                                 |          109 |
|  265 | doom-troopers-the-mutant-chronicles                                 |           14 |
|  266 | doomsday-warrior                                                    |           31 |
|  267 | doraemon-2-nobita-no-toys-land-daibouken                            |           25 |
|  268 | doraemon-3-nobita-to-toki-no-hougyoku                               |           12 |
|  269 | doraemon-4-nobita-to-tsuki-no-oukoku                                |           79 |
|  270 | doraemon-nobita-to-yousei-no-kuni                                   |           24 |
|  271 | dorque-and-imp                                                      |            2 |
|  272 | dossun-ganseki-battle                                               |           60 |
|  273 | double-dragon-v-the-shadow-falls                                    |           30 |
|  274 | doukyuusei-2                                                        |           11 |
|  275 | down-the-world-mervils-ambition                                     |            3 |
|  276 | dragon-ball-z-chou-gokuu-den-kakusei-hen                            |           50 |
|  277 | dragon-ball-z-chou-gokuu-den-totsugeki-hen                          |          119 |
|  278 | dragon-ball-z-hyper-dimension                                       |           45 |
|  279 | dragon-ball-z-rpg-super-saiya-densetsu                              |          706 |
|  280 | dragon-ball-z-super-butouden                                        |           24 |
|  281 | dragon-ball-z-super-butouden-2                                      |           36 |
|  282 | dragon-ball-z-super-butouden-3                                      |           39 |
|  283 | dragon-knight-4                                                     |            5 |
|  284 | dragon-quest-i-ii                                                   |          120 |
|  285 | dragon-quest-iii-and-into-the-legend                                |           24 |
|  286 | dragon-quest-v-hand-of-the-heavenly-bride                           |           77 |
|  287 | dragon-quest-vi-realms-of-reverie                                   |           90 |
|  288 | dragon-slayer-eiyuu-densetsu                                        |           73 |
|  289 | dragon-slayer-eiyuu-densetsu-ii                                     |            5 |
|  290 | dragon-the-bruce-lee-story                                          |           26 |
|  291 | dragon-view                                                         |          146 |
|  292 | dragons-earth                                                       |           57 |
|  293 | dragons-lair                                                        |           16 |
|  294 | drakkhen                                                            |           65 |
|  295 | dream-basketball-dunk-hoop                                          |           19 |
|  296 | dream-tv                                                            |           25 |
|  297 | drift-king-shutokou-battle-2                                        |            6 |
|  298 | dual-orb-seireiju-densetsu                                          |          110 |
|  299 | dun-quest-majin-fuuin-no-densetsu                                   |            8 |
|  300 | dungeon-master                                                      |            7 |
|  301 | dynamitracer                                                        |            5 |
|  302 | earth-defense-force                                                 |           55 |
|  303 | earth-light-luna-strike                                             |            6 |
|  304 | earthworm-jim                                                       |           25 |
|  305 | earthworm-jim-2                                                     |          113 |
|  306 | edo-no-kiba                                                         |           42 |
|  307 | eek-the-cat                                                         |            4 |
|  308 | eien-no-filena                                                      |          117 |
|  309 | elfaria-a-fantastic-theater                                         |           10 |
|  310 | elfaria-ii-the-quest-of-the-meld                                    |          102 |
|  311 | elite-soccer                                                        |            6 |
|  312 | emerald-dragon                                                      |            7 |
|  313 | emmitt-smith-football                                               |           21 |
|  314 | energy-breaker                                                      |           21 |
|  315 | equinox                                                             |          345 |
|  316 | esparks-ijikuu-kara-no-raihousha                                    |            3 |
|  317 | espn-baseball-tonight                                               |            3 |
|  318 | espn-national-hockey-night                                          |            8 |
|  319 | espn-speed-world                                                    |            3 |
|  320 | espn-sunday-night-nfl                                               |          156 |
|  321 | eurit                                                               |            8 |
|  322 | evo-search-for-eden                                                 |          306 |
|  323 | excitebike-bun-bun-mario-battle-stadium                             |            5 |
|  324 | extra-innings                                                       |           21 |
|  325 | f-1-grand-prix                                                      |           88 |
|  326 | f-1-grand-prix-part-ii                                              |           23 |
|  327 | f-1-grand-prix-part-iii                                             |           32 |
|  328 | f-1-roc-ii-race-of-champions                                        |           11 |
|  329 | f-1-roc-race-of-champions                                           |           60 |
|  330 | f-zero                                                              |          110 |
|  331 | f1-pole-position                                                    |           44 |
|  332 | f1-pole-position-2                                                  |           33 |
|  333 | f1-world-championship-edition                                       |            5 |
|  334 | famicom-tantei-club-2-ushiro-ni-tatsu-shoujo                        |            2 |
|  335 | family-dog                                                          |           20 |
|  336 | family-feud                                                         |           32 |
|  337 | farland-story                                                       |            5 |
|  338 | farland-story-2                                                     |            6 |
|  339 | fatal-fury                                                          |           24 |
|  340 | fatal-fury-2                                                        |           37 |
|  341 | fatal-fury-special                                                  |           40 |
|  342 | fifa-soccer-96                                                      |            4 |
|  343 | fifa-soccer-97                                                      |           16 |
|  344 | fifa-soccer-97-1996                                                 |           63 |
|  345 | fighters-history                                                    |           27 |
|  346 | fighters-history-mizoguchi-kiki-ippatsu                             |           36 |
|  347 | final-fantasy-iv                                                    |           31 |
|  348 | final-fantasy-mystic-quest-[mystic-quest-legend]                    |           31 |
|  349 | final-fantasy-v                                                     |           55 |
|  350 | final-fantasy-vi                                                    |           58 |
|  351 | final-fight                                                         |           57 |
|  352 | final-fight-2                                                       |           38 |
|  353 | final-stretch                                                       |            4 |
|  354 | finalset                                                            |            2 |
