|      | game_id                                                             |   num_videos |
|  454 | great-battle-v-the                                                  |           88 |
|  455 | great-circus-mystery-starring-mickey-minnie-the                     |           22 |
|  456 | gt-racing                                                           |            2 |
|  457 | gunforce                                                            |           29 |
|  458 | gunple-strange-world-gunmans-proof                                  |          204 |
|  459 | habu-meijin-no-omoshiro-shougi                                      |            4 |
|  460 | hagane-the-final-conflict                                           |            2 |
|  461 | haisei-mahjong-ryouga                                               |            2 |
|  462 | hajimari-no-mori                                                    |           10 |
|  463 | hakunetsu-professional-baseball-94-ganba-league-3                   |           26 |
|  464 | hakunetsu-professional-baseball-ganba-league-93                     |            6 |
|  465 | hals-hole-in-one-golf                                               |           23 |
|  466 | hameln-no-violin-hiki                                               |           68 |
|  467 | hana-no-keiji-kumo-no-kanata-ni                                     |            6 |
|  468 | hanafuda-ou                                                         |            4 |
|  469 | hanjuku-eiyuu-aa-sekai-yo-hanjuku-nare                              |           12 |
|  470 | hanna-barberas-turbo-toons                                          |           24 |
|  471 | hardball-iii                                                        |           34 |
|  472 | harleys-humongous-adventure                                         |           28 |
|  473 | harvest-moon                                                        |          144 |
|  474 | hashire-hebereke                                                    |           16 |
|  475 | hat-trick-hero-2                                                    |          111 |
|  476 | hatayama-hacchi-no-pro-yakyuu-news-jitsumeiban                      |            5 |
|  477 | hayazashi-nidan-morita-shougi                                       |            2 |
|  478 | head-on-soccer                                                      |           71 |
|  479 | hebereke-no-oishii-puzzle-wa-irimasen-ka                            |           11 |
|  480 | hebereke-no-popun                                                   |           15 |
|  481 | heberekes-popoitto                                                  |           77 |
|  482 | heian-fuunden-the                                                   |            1 |
|  483 | heisei-gunjin-shougi                                                |            6 |
|  484 | heisei-inu-monogatari-bow-pop-n-smash                               |           24 |
|  485 | heisei-shin-onigashima                                              |            8 |
|  486 | herakles-no-eikou-iii-kamigami-no-chinmoku                          |            8 |
|  487 | herakles-no-eikou-iv-kamigami-kara-no-okurimono                     |           48 |
|  488 | hercules                                                            |           35 |
|  489 | hero-senki-project-olympus                                          |           68 |
|  490 | hi-no-ouji-yamato-takeru                                            |          136 |
|  491 | hiouden-mamono-tachi-to-no-chikai                                   |            3 |
|  492 | hissatsu-pachinko-collection                                        |            2 |
|  493 | hisshou-777-fighter-ii-pachi-slot-hi-jouhou                         |            1 |
|  494 | hisshou-777-fighter-iii-kokuryuuou-no-fukkatsu                      |            2 |
|  495 | hisshou-pachi-slot-fan                                              |            8 |
|  496 | hit-the-ice                                                         |           37 |
|  497 | hokuto-no-ken-5-tenma-ryuuseiden-ai-zesshou                         |          494 |
|  498 | hokuto-no-ken-6-gekitou-denshouken-haou-he-no-michi                 |           10 |
|  499 | hokuto-no-ken-7-seiken-retsuden-denshousha-he-no-michi              |           25 |
|  500 | holy-umbrella-dondera-no-mubou                                      |          169 |
|  501 | home-alone                                                          |           34 |
|  502 | home-alone-2-lost-in-new-york                                       |           29 |
|  503 | home-improvement-power-tool-pursuit                                 |           74 |
|  504 | hong-kong-97                                                        |           20 |
|  505 | honkaku-mahjong-tetsuman                                            |            8 |
|  506 | honkaku-shougi-fuuunji-ryuuou                                       |            5 |
|  507 | honkakuha-igo-gosei                                                 |            6 |
|  508 | honke-hanafuda                                                      |           38 |
|  509 | honke-sankyo-fever-jikki-simulation-2                               |            3 |
|  510 | honke-sankyo-fever-jikki-simulation-3                               |            5 |
|  511 | honoo-no-toukyuuji-dodge-danpei                                     |          103 |
|  512 | hook                                                                |           36 |
|  513 | hourai-gakuen-no-bouken-tenkousei-scramble                          |            3 |
|  514 | human-grand-prix-iii-f1-triple-battle                               |            3 |
|  515 | humans-the                                                          |           11 |
|  516 | hunchback-of-notre-dame                                             |            2 |
|  517 | hungry-dinosaurs                                                    |            1 |
|  518 | hunt-for-red-october-the                                            |           60 |
|  519 | hurricanes                                                          |           35 |
|  520 | hurricanes-trainer                                                  |            3 |
|  521 | hyper-iria                                                          |           33 |
|  522 | hyper-v-ball                                                        |           30 |
|  523 | hyperzone                                                           |           50 |
|  524 | hysteria                                                            |            4 |
|  525 | idea-no-hi                                                          |            6 |
